epoch,time,train/loss,metrics/accuracy_top1,metrics/accuracy_top5,val/loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
34,1192.18,0.20303,0.87218,0.99904,0.51187,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625,0.0177488,0.00591625
35,1227.94,0.19916,0.8715,0.99904,0.52436,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925,0.0173775,0.0057925
36,1261.67,0.1981,0.87027,0.99904,0.52505,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875,0.0170063,0.00566875
37,1297.43,0.19481,0.87015,0.99888,0.52617,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545,0.016635,0.005545
38,1333.05,0.19079,0.87139,0.99904,0.5386,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125,0.0162637,0.00542125
39,1368.25,0.18487,0.87145,0.99899,0.53456,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975,0.0158925,0.0052975
40,1400.73,0.19001,0.8719,0.99899,0.53737,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375,0.0155212,0.00517375
41,1436.33,0.18241,0.8719,0.99882,0.54325,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
42,1471.81,0.17661,0.87184,0.99888,0.54588,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625,0.0147788,0.00492625
43,1507.36,0.17445,0.87105,0.99882,0.5556,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025,0.0144075,0.0048025
44,1542.39,0.16567,0.871,0.99876,0.557,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875,0.0140363,0.00467875
45,1578.13,0.16575,0.87156,0.99876,0.55943,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
46,1613.84,0.1635,0.87173,0.99882,0.57075,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125,0.0132938,0.00443125
47,1649.2,0.16676,0.87178,0.99882,0.55992,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075,0.0129225,0.0043075
48,1684.32,0.1594,0.87178,0.99865,0.56295,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375,0.0125512,0.00418375
49,1719.58,0.15052,0.87173,0.99871,0.56666,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
50,1754.69,0.1525,0.87195,0.99871,0.57343,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625,0.0118087,0.00393625
