epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
11,1426.45,1.54738,1.56234,0.00603,0.47789,0.42378,0.41634,0.21722,1.69237,1.86106,0.00709,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901,0.02703,0.00901
12,1547.11,1.54143,1.56234,0.00597,0.48915,0.42253,0.41742,0.21555,1.68215,1.85882,0.00699,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911,0.026733,0.008911
13,1668.09,1.54057,1.53942,0.00593,0.46727,0.41336,0.40909,0.21174,1.70639,1.87911,0.00712,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812,0.026436,0.008812
14,1789.58,1.52718,1.52158,0.0058,0.48205,0.42677,0.42034,0.22255,1.67511,1.88203,0.00696,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713,0.026139,0.008713
15,1910.82,1.52977,1.5098,0.00587,0.47777,0.41429,0.41309,0.21584,1.67487,1.86133,0.00696,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614,0.025842,0.008614
16,2031.78,1.51517,1.51116,0.00587,0.48107,0.40484,0.40319,0.20633,1.68172,1.89183,0.00701,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515,0.025545,0.008515
17,2152.82,1.52177,1.4893,0.00589,0.4806,0.42028,0.40974,0.21279,1.7038,1.88808,0.00711,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416,0.025248,0.008416
18,2273.54,1.52105,1.48445,0.00574,0.48301,0.42918,0.42434,0.22379,1.67747,1.85411,0.007,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317,0.024951,0.008317
19,2394.13,1.50538,1.48027,0.00577,0.47723,0.42374,0.41063,0.21512,1.65711,1.88106,0.00686,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218,0.024654,0.008218
20,2514.72,1.50588,1.48379,0.00573,0.48111,0.42087,0.4092,0.21553,1.6861,1.87408,0.00701,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119,0.024357,0.008119
21,2635.27,1.50927,1.44651,0.00573,0.48766,0.41347,0.41534,0.21839,1.67601,1.88519,0.00696,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802,0.02406,0.00802
22,2755.47,1.49419,1.4442,0.00567,0.49273,0.41598,0.41627,0.22016,1.66871,1.92457,0.00688,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921,0.023763,0.007921
23,2876.41,1.4938,1.44071,0.00568,0.49542,0.41698,0.41634,0.22239,1.66267,1.87562,0.00686,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822,0.023466,0.007822
24,2997.7,1.49042,1.42809,0.00569,0.48047,0.42534,0.4173,0.22169,1.65184,1.89107,0.00681,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723,0.023169,0.007723
25,3118.38,1.48477,1.40016,0.00564,0.48998,0.40956,0.41049,0.21579,1.68642,1.92721,0.00703,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624,0.022872,0.007624
26,3239.26,1.47009,1.37094,0.00562,0.49205,0.41891,0.41621,0.21993,1.66905,1.91022,0.00686,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525,0.022575,0.007525
27,3359.96,1.47237,1.37455,0.00556,0.49274,0.4249,0.41727,0.22229,1.64928,1.91367,0.00677,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426,0.022278,0.007426
28,3480.46,1.46877,1.36799,0.00559,0.49275,0.42605,0.42333,0.2249,1.6657,1.89708,0.00684,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327,0.021981,0.007327
29,3601.99,1.47028,1.36773,0.00554,0.48918,0.42842,0.42003,0.22531,1.65141,1.90002,0.00681,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228,0.021684,0.007228
30,3722.95,1.46602,1.34686,0.0056,0.48572,0.42877,0.41814,0.22349,1.65866,1.91211,0.00686,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129,0.021387,0.007129
31,3848.57,1.45973,1.34117,0.00547,0.49039,0.42292,0.41133,0.21761,1.67434,1.93795,0.00693,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703,0.02109,0.00703
